id,productid,quantity,price,transaction_price,outbidstate,createtime
1901551179632287746,1833749301404430337,2500,957,,1,17/3/2025 16:28:25
1901555098152411137,1833746528491335682,2000,962,,1,17/3/2025 16:43:59
1901556473607299073,1887410778444939265,4000,196,,1,17/3/2025 16:49:27
1901557796553695234,1716283930075017218,15000,660,,1,17/3/2025 16:54:43
1901559202920603650,1743193301971152898,1600,30,38.0,0,17/3/2025 17:00:18
1901560401468137473,1892854125208829953,15000,1060,1070.0,0,17/3/2025 17:05:04
1901562800169623554,1896747805397307394,2000,10,,1,17/3/2025 17:14:36
1901805045338689537,1833749301404430337,2500,929,,1,18/3/2025 09:17:11
1901813346872938497,1833746528491335682,2000,934,,1,18/3/2025 09:50:10
1901818405677518850,1887410778444939265,4000,176,177.0,0,18/3/2025 10:10:17
1901829620046843905,1833749301404430337,2500,902,926.0,0,18/3/2025 10:54:50
1901829629702131713,1833746528491335682,2000,907,931.0,0,18/3/2025 10:54:53
1901833713276506113,1896747805397307394,2000,6,6.0,0,18/3/2025 11:11:06
1901875579904675842,1726519887646756866,15000,620,645.0,0,18/3/2025 13:57:28
1901875627187064833,1716283930075017218,15000,640,,1,18/3/2025 13:57:39
1901904834004865026,1716283930075017218,15000,620,,1,18/3/2025 15:53:42
1902237312464785409,1716283930075017218,15000,600,630.0,0,19/3/2025 13:54:52
1902522793618374658,1833749523199225857,5000,289,,1,20/3/2025 08:49:16
1902543256243470338,1833749523199225857,5000,280,286.0,0,20/3/2025 10:10:35
1902626481699618818,1887410778444939265,4000,177,185.0,0,20/3/2025 15:41:17
1902632319919128577,1726519887646756866,15000,645,645.0,0,20/3/2025 16:04:29
1902639911164772354,1689094948757254146,8000,29,39.0,0,20/3/2025 16:34:39
1902644153984286722,1712396043176718338,2000,730,,1,20/3/2025 16:51:30
1902914090833346561,1712396043176718338,2000,690,,1,21/3/2025 10:44:08
1902923145689759746,1712396043176718338,2000,650,705.0,0,21/3/2025 11:20:07
1903001691300888577,1790553392298631170,5000,1132,1167.0,0,21/3/2025 16:32:14
1903631530009567233,1887410778444939265,5000,185,,1,23/3/2025 10:14:59
1903976984488464385,1710568944212189186,2000,841,,1,24/3/2025 09:07:42
1903978444244668418,1833694753625272321,20000,568,,1,24/3/2025 09:13:30
1903983356550598658,1689094948757254146,8000,29,31.0,0,24/3/2025 09:33:01
1903985177679646721,1887410778444939265,5000,170,180.0,0,24/3/2025 09:40:15
1904000607097999361,1710568944212189186,2000,816,842.0,0,24/3/2025 10:41:33
1904010700178870274,1833694753625272321,20000,551,,1,24/3/2025 11:21:39
1904051505098674177,1716283930075017218,5000,600,,1,24/3/2025 14:03:49
1904062048031232002,1833694753625272321,20000,535,,1,24/3/2025 14:45:42
1904073866556493826,1833694753625272321,20000,519,519.0,0,24/3/2025 15:32:39
1904075916774232065,1716283930075017218,5000,560,,1,24/3/2025 15:40:48
1904092277558759426,1861246218268860418,2500,211,,1,24/3/2025 16:45:50
1904352950595457025,1716283930075017218,5000,530,,1,25/3/2025 10:01:39
1904355499180396546,1861246218268860418,2500,196,,1,25/3/2025 10:11:47
1904370365035286529,1861246218268860418,2500,181,,1,25/3/2025 11:10:51
1904411275831906305,1716283930075017218,5000,500,500.0,0,25/3/2025 13:53:25
1904423052875501569,1861246218268860418,2500,166,213.0,0,25/3/2025 14:40:13
1904452114746544130,1887410778444939265,5000,180,,1,25/3/2025 16:35:42
1904710103738990594,1887410778444939265,5000,165,,1,26/3/2025 09:40:51
1904725203413745665,1887410778444939265,5000,150,151.0,0,26/3/2025 10:40:51
1905073652315205633,1833694753625272321,20000,519,,1,27/3/2025 09:45:28
1905157638437744642,1833694753625272321,20000,474,,1,27/3/2025 15:19:12
1905181636001280002,1887410778444939265,4000,151,183.0,0,27/3/2025 16:54:33
1905184105611669506,1861246218268860418,3000,213,,1,27/3/2025 17:04:22
1905424363985080322,1833694753625272321,20000,464,,1,28/3/2025 08:59:05
1905427364292366337,1833749523199225857,6000,271,,1,28/3/2025 09:10:59
1905429277901623298,1833749301404430337,2000,926,,1,28/3/2025 09:18:36
1905432476498825218,1848284974532562946,800,870,,1,28/3/2025 09:31:18
1905443247807041538,1833694753625272321,20000,450,,1,28/3/2025 10:14:06
1905450538191065090,1833749301404430337,2000,899,919.0,0,28/3/2025 10:43:04
1905458316448141314,1861246218268860418,3000,198,200.0,0,28/3/2025 11:13:59
1905458404813737986,1833749523199225857,6000,263,,1,28/3/2025 11:14:20
1905464983365652481,1833694753625272321,20000,437,,1,28/3/2025 11:40:28
1905495535112196097,1833694753625272321,20000,424,452.0,0,28/3/2025 13:41:52
1905495554808647681,1833749523199225857,6000,255,,1,28/3/2025 13:41:57
1905506953823817729,1848284974532562946,800,820,,1,28/3/2025 14:27:14
1905517913603084290,1833749523199225857,6000,248,268.0,0,28/3/2025 15:10:47
1906529214332678145,1887410778444939265,5000,183,184.0,0,31/3/2025 10:09:20
1906539893798219778,1727877321992773634,20000,177,,1,31/3/2025 10:51:46
1906550061978103810,1848284974532562946,800,820,,1,31/3/2025 11:32:11
1906561713230327810,1833694753625272321,20000,452,,1,31/3/2025 12:18:29
1906562526044499969,1727877321992773634,20000,161,,1,31/3/2025 12:21:42
1906582892909441025,1833694753625272321,20000,439,443.0,0,31/3/2025 13:42:39
1906587811506827265,1906563447122046978,500,796,,1,31/3/2025 14:02:12
1906621304102203393,1727877321992773634,20000,134,,1,31/3/2025 16:15:16
1906634407720267777,1861246218268860418,2500,200,,1,31/3/2025 17:07:20
1906635374289235970,1712396043176718338,1500,645,,1,31/3/2025 17:11:10
1906887748236914689,1727877321992773634,20000,110,118.0,0,1/4/2025 09:54:01
1906893725409521665,1861246218268860418,2500,185,,1,1/4/2025 10:17:46
1906895932443897858,1712396043176718338,1500,605,,1,1/4/2025 10:26:33
1906951397714472962,1861246218268860418,2500,170,,1,1/4/2025 14:06:56
1906951669673144321,1712396043176718338,1500,565,675.0,0,1/4/2025 14:08:01
1906970813097357314,1861246218268860418,2500,155,193.0,0,1/4/2025 15:24:05
1906973890089103362,1906563447122046978,500,730,,1,1/4/2025 15:36:20
1906976870846738433,1726519887646756866,15000,650,,1,1/4/2025 15:48:09
1906985762238541826,1820711111772930050,700,200,,1,1/4/2025 16:23:29
1906986088307929090,1848284974532562946,800,730,,1,1/4/2025 16:24:48
1906987392904245249,1820711429252382722,800,10,,1,1/4/2025 16:29:58
1907250901160296450,1887410778444939265,8000,184,,1,2/4/2025 09:57:06
1907256483183329281,1726519887646756866,15000,630,,1,2/4/2025 10:19:17
1907259258357153793,1820711111772930050,700,170,250.0,0,2/4/2025 10:30:18
1907263028893843457,1820711429252382722,800,6,6.0,0,2/4/2025 10:45:17
1907310083280470017,1887410778444939265,8000,169,178.0,0,2/4/2025 13:52:16
1907352452507893761,1861246218268860418,3000,193,,1,2/4/2025 16:40:37
1907354722410692609,1726519887646756866,15000,600,675.0,0,2/4/2025 16:49:38
1907363639702323201,1710568944212189186,2000,832,,1,2/4/2025 17:25:04
1907364518983630850,1833694753625272321,30000,443,449.0,0,2/4/2025 17:28:33
1907370526539776001,1727877321992773634,20000,110,,1,2/4/2025 17:52:26
1907615497234763777,1861246218268860418,3000,178,,1,3/4/2025 10:05:51
1907617457958637569,1710568944212189186,2000,807,836.0,0,3/4/2025 10:13:38
1907618892335108097,1727877321992773634,20000,100,121.0,0,3/4/2025 10:19:20
1907673402134843394,1861246218268860418,3000,163,,1,3/4/2025 13:55:56
1907685742091784194,1861246218268860418,3000,148,,1,3/4/2025 14:44:58
1907695862993473538,1861246218268860418,3000,133,174.0,0,3/4/2025 15:25:11
1909063650358136834,1891661416053948418,1000,117,,1,7/4/2025 10:00:18
1909122178208829442,1891661416053948418,1000,110,,1,7/4/2025 13:52:52
1909125413690740737,1727877321992773634,30000,110,,1,7/4/2025 14:05:43
1909127764593938434,1726519887646756866,15000,675,,1,7/4/2025 14:15:04
1909128204861640706,1831256545968832513,20000,760,,1,7/4/2025 14:16:49
1909135040906072066,1891661416053948418,1000,106,,1,7/4/2025 14:43:58
1909141680371863554,1831256545968832513,20000,720,,1,7/4/2025 15:10:21
1909149380644245505,1726519887646756866,15000,635,635.0,0,7/4/2025 15:40:57
1909154233613357058,1727877321992773634,30000,91,,1,7/4/2025 16:00:14
1909164318020407298,1727877321992773634,30000,83,93.0,0,7/4/2025 16:40:18
1909175851827924993,1833749523199225857,6000,268,,1,7/4/2025 17:26:09
1909177816490250242,1833746528491335682,2000,985,,1,7/4/2025 17:33:57
1909179148567646209,1848284974532562946,1000,720,,1,7/4/2025 17:39:15
1909181662847373314,1906563447122046978,500,720,,1,7/4/2025 17:49:14
1909409927667126274,1887410778444939265,6000,178,189.0,0,8/4/2025 08:56:17
1909415075558723585,1833749523199225857,6000,260,,1,8/4/2025 09:16:44
1909419988489605122,1689094948757254146,8000,43,,1,8/4/2025 09:36:15
1909424328612777986,1833746528491335682,2000,956,,1,8/4/2025 09:53:30
1909430052835299330,1833749523199225857,6000,252,,1,8/4/2025 10:16:15
1909432305142992897,1848284974532562946,1000,700,732.0,0,8/4/2025 10:25:12
1909434714116329473,1831256545968832513,20000,680,,1,8/4/2025 10:34:46
1909438212300083202,1906563447122046978,500,700,700.0,0,8/4/2025 10:48:40
1909445064362561537,1833746528491335682,2000,928,,1,8/4/2025 11:15:54
1909448626073243650,1833749523199225857,6000,244,260.0,0,8/4/2025 11:30:03
1909481374171271169,1833746528491335682,2000,900,900.0,0,8/4/2025 13:40:11
1909489120165761026,1831256545968832513,20000,650,,1,8/4/2025 14:10:58
1909506933265797122,1689094948757254146,8000,35,43.0,0,8/4/2025 15:21:45
1909540024147513346,1892854125208829953,2500,1050,,1,8/4/2025 17:33:14
1909542818036322306,1726519887646756866,10000,635,635.0,0,8/4/2025 17:44:20
1909547258919260161,1820711111772930050,800,250,,1,8/4/2025 18:01:59
1909548951266398210,1820711429252382722,1000,10,,1,8/4/2025 18:08:42
1909554035702370306,1831256545968832513,30000,610,630.0,0,8/4/2025 18:28:55
1909788457047552002,1892854125208829953,2500,1020,,1,9/4/2025 10:00:25
1909798960922750977,1820711111772930050,800,220,225.0,0,9/4/2025 10:42:09
1909806191911235585,1820711429252382722,1000,6,6.0,0,9/4/2025 11:10:53
1909902678200463361,1743193301971152898,1500,38,,1,9/4/2025 17:34:17
1909908957472010241,1892854125208829953,2500,980,985.0,0,9/4/2025 17:59:14
1910144845443506177,1743193301971152898,1500,35,,1,10/4/2025 09:36:35
1910153819433738242,1861246218268860418,3000,174,187.0,0,10/4/2025 10:12:14
1910164635847499777,1743193301971152898,1500,32,32.0,0,10/4/2025 10:55:13
1910225263446466561,1887410778444939265,6000,189,,1,10/4/2025 14:56:08
1910486027176558594,1891661416053948418,2000,101,,1,11/4/2025 08:12:19
1910493516345425921,1727877321992773634,30000,93,,1,11/4/2025 08:42:04
1910498706930843649,1689094948757254146,8000,43,,1,11/4/2025 09:02:42
1910501712460038146,1887410778444939265,6000,174,193.0,0,11/4/2025 09:14:39
1910521176173887489,1891661416053948418,2000,98,,1,11/4/2025 10:31:59
1910524461614153730,1727877321992773634,30000,85,,1,11/4/2025 10:45:03
1910567371881627649,1727877321992773634,30000,77,100.0,0,11/4/2025 13:35:34
1910569823624282114,1689094948757254146,8000,39,63.0,0,11/4/2025 13:45:18
1910585369203884033,1891661416053948418,2000,92,,1,11/4/2025 14:47:04
1911591870244630529,1891661416053948418,2500,81,,1,14/4/2025 09:26:32
1911603768822378497,1891661416053948418,2500,79,,1,14/4/2025 10:13:49
1911651920355045377,1891661416053948418,2500,75,,1,14/4/2025 13:25:09
1911658704142643202,1726519887646756866,10000,635,,1,14/4/2025 13:52:07
1911664581255933954,1892854125208829953,2000,1050,,1,14/4/2025 14:15:28
1911681293556690946,1726519887646756866,10000,600,,1,14/4/2025 15:21:52
1911707244357267457,1887410778444939265,6000,193,,1,14/4/2025 17:05:00
1911709856343306241,1743193301971152898,1200,32,,1,14/4/2025 17:15:22
1911952166859644929,1743193301971152898,1200,30,,1,15/4/2025 09:18:14
1911962547225174017,1892854125208829953,5000,1030,1030.0,0,15/4/2025 09:59:28
1911964074052493313,1726519887646756866,10000,560,615.0,0,15/4/2025 10:05:32
1911967451608064001,1743193301971152898,1200,28,,1,15/4/2025 10:18:58
1911984792819539969,1887410778444939265,6000,178,,1,15/4/2025 11:27:52
1912035459831504897,1887410778444939265,6000,163,185.0,0,15/4/2025 14:49:12
1912057378152718337,1689094948757254146,10000,63,80.0,0,15/4/2025 16:16:18
1912066815013756930,1743193301971152898,1200,10,30.0,0,15/4/2025 16:53:48
1912310150517317633,1727877321992773634,30000,100,,1,16/4/2025 09:00:44
1912329093210529794,1727877321992773634,30000,91,,1,16/4/2025 10:16:00
1912345026587090945,1727877321992773634,30000,83,113.0,0,16/4/2025 11:19:19
1912347987878961153,1892854125208829953,5000,980,1015.0,0,16/4/2025 11:31:05
1912413217115955202,1861246218268860418,4000,187,,1,16/4/2025 15:50:17
1912424806107930626,1887410778444939265,6000,185,,1,16/4/2025 16:36:20
1912691796521295874,1861246218268860418,4000,172,,1,17/4/2025 10:17:15
1912699849958268929,1861246218268860418,4000,157,194.0,0,17/4/2025 10:49:15
1912762628664762369,1833694753625272321,20000,449,,1,17/4/2025 14:58:43
1912765179648843778,1833750097252642818,20000,266,,1,17/4/2025 15:08:51
1912765967091671041,1891661416053948418,2500,61,71.0,0,17/4/2025 15:11:59
1912770387145695233,1831256545968832513,30000,630,,1,17/4/2025 15:29:33
1912771976170348545,1892854125208829953,10000,980,980.0,0,17/4/2025 15:35:51
1912773366141722625,1868477355743612930,8000,340,,1,17/4/2025 15:41:23
1912776319250505730,1896747805397307394,5000,285,,1,17/4/2025 15:53:07
1912783515963138050,1831256545968832513,30000,600,,1,17/4/2025 16:21:43
1912790330041999362,1868477355743612930,8000,300,,1,17/4/2025 16:48:47
1912797968507117570,1887410778444939265,6000,170,,1,17/4/2025 17:19:08
1912803215988269057,1896747805397307394,5000,260,290.0,0,17/4/2025 17:40:00
1912803831502381057,1710568944212189186,2000,853,,1,17/4/2025 17:42:26
1912812132327792642,1833694753625272321,20000,436,,1,17/4/2025 18:15:25
1912815957658869762,1833694753625272321,20000,410,432.0,0,17/4/2025 18:30:37
1913045025771761665,1833750097252642818,20000,259,259.0,0,18/4/2025 09:40:51
1913054638214754305,1887410778444939265,6000,155,182.0,0,18/4/2025 10:19:03
1913063793642188802,1710568944212189186,2000,827,845.0,0,18/4/2025 10:55:26
1913101979110092801,1868477355743612930,8000,260,265.0,0,18/4/2025 13:27:10
1913103125597925377,1726519887646756866,5000,580,635.0,0,18/4/2025 13:31:44
1913104288506458113,1791687094248448001,3000,1100,,1,18/4/2025 13:36:21
1913105424227512322,1831256545968832513,30000,560,,1,18/4/2025 13:40:52
1913173020427735042,1831256545968832513,30000,540,560.0,0,18/4/2025 18:09:28
1913174532642099201,1791687094248448001,3000,1060,1060.0,0,18/4/2025 18:15:28
1913453801226178562,1892854125208829953,30000,950,,1,19/4/2025 12:45:11
1913487340705484802,1892854125208829953,30000,900,905.0,0,19/4/2025 14:58:28
1913960199303233537,1833746528491335682,2000,900,,1,20/4/2025 22:17:26
1913961105692327938,1833749301404430337,2000,927,,1,20/4/2025 22:21:02
1914120554520350722,1689094948757254146,10000,68,,1,21/4/2025 08:54:37
1914152204981604353,1833746528491335682,2000,873,873.0,0,21/4/2025 11:00:24
1914157238570029057,1689094948757254146,10000,62,,1,21/4/2025 11:20:24
1914173093987061762,1689094948757254146,10000,56,,1,21/4/2025 12:23:24
1914190321922969601,1833749301404430337,2000,873,,1,21/4/2025 13:31:51
1914203644311736321,1689094948757254146,10000,51,51.0,0,21/4/2025 14:24:48
1914207728267792385,1833749301404430337,2000,847,851.0,0,21/4/2025 14:41:01
1914509135248171010,1833750097252642818,20000,202,202.0,0,22/4/2025 10:38:42
1914552139057012737,1868477355743612930,6000,240,,1,22/4/2025 13:29:35
1914554070672416769,1896747805397307394,3000,265,,1,22/4/2025 13:37:16
1914556063449161729,1896748202077802498,2500,180,,1,22/4/2025 13:45:11
1914571869721534466,1868477355743612930,6000,220,,1,22/4/2025 14:47:59
1914580900687192066,1896747805397307394,3000,240,285.0,0,22/4/2025 15:23:53
1914586317043605505,1896748202077802498,2500,150,150.0,0,22/4/2025 15:45:24
1914610724277395458,1887410778444939265,5000,182,196.0,0,22/4/2025 17:22:23
1914892514678341634,1868477355743612930,6000,180,205.0,0,23/4/2025 12:02:07
1914895767348510721,1820711111772930050,600,190,,1,23/4/2025 12:15:03
1914949559163092994,1820711111772930050,600,170,170.0,0,23/4/2025 15:48:48
1914963694877736962,1833750097252642818,20000,163,,1,23/4/2025 16:44:58
1915213876865335297,1861246218268860418,3000,194,,1,24/4/2025 09:19:06
1915214093236895745,1833750097252642818,20000,159,,1,24/4/2025 09:19:57
1915222720572096513,1887410778444939265,6000,196,,1,24/4/2025 09:54:14
1915228565791899649,1833750097252642818,20000,155,,1,24/4/2025 10:17:28
1915246355886178305,1833750097252642818,20000,151,,1,24/4/2025 11:28:09
1915287860654964738,1833750097252642818,20000,130,134.0,0,24/4/2025 14:13:05
1915295916331696130,1861246218268860418,3000,179,,1,24/4/2025 14:45:06
1915311323700592641,1861246218268860418,3000,164,,1,24/4/2025 15:46:19
1915326848489029634,1861246218268860418,3000,149,205.0,0,24/4/2025 16:48:00
1915331589939986434,1710568944212189186,2000,853,,1,24/4/2025 17:06:51
1915333051894005761,1689094948757254146,10000,51,,1,24/4/2025 17:12:39
1915576268862271490,1710568944212189186,2000,827,846.0,0,25/4/2025 09:19:07
1915583341729689602,1887410778444939265,6000,181,191.0,0,25/4/2025 09:47:13
1915583628716552193,1689094948757254146,10000,46,,1,25/4/2025 09:48:22
1915599287429115906,1689094948757254146,10000,42,42.0,0,25/4/2025 10:50:35
1915674463185481730,1896747805397307394,4000,295,,1,25/4/2025 15:49:18
1916290828447563778,1833749523199225857,5000,260,,1,27/4/2025 08:38:31
1916307242818519041,1833749523199225857,5000,253,,1,27/4/2025 09:43:45
1916322721201176578,1896747805397307394,4000,270,290.0,0,27/4/2025 10:45:15
1916327063081762817,1833749523199225857,5000,246,,1,27/4/2025 11:02:30
1916437908319158274,1712396043176718338,2500,670,,1,27/4/2025 18:22:58
1916439293198647297,1887410778444939265,6000,191,,1,27/4/2025 18:28:28
1916660084829962242,1833749301404430337,4000,851,,1,28/4/2025 09:05:49
1916671579471069186,1712396043176718338,2500,630,,1,28/4/2025 09:51:29
1916675587673800705,1887410778444939265,6000,176,200.0,0,28/4/2025 10:07:25
1916680392567799810,1712396043176718338,2500,590,,1,28/4/2025 10:26:30
1916688896338804738,1833749301404430337,4000,826,,1,28/4/2025 11:00:18
1916705217894006786,1833749301404430337,4000,802,802.0,0,28/4/2025 12:05:09
1916736012113264642,1712396043176718338,2500,550,,1,28/4/2025 14:07:31
1916754768000565250,1712396043176718338,2500,510,550.0,0,28/4/2025 15:22:03
1916792383898763266,1820711111772930050,1300,200,,1,28/4/2025 17:51:31
1917012251784802305,1861246218268860418,4000,205,,1,29/4/2025 08:25:12
1917025828524552194,1833746528491335682,3000,873,,1,29/4/2025 09:19:09
1917039496062595074,1833746528491335682,3000,847,,1,29/4/2025 10:13:27
1917041210643738626,1861246218268860418,4000,190,,1,29/4/2025 10:20:16
1917042017262923777,1820711111772930050,1300,170,,1,29/4/2025 10:23:28
1917055101327142914,1861246218268860418,4000,175,,1,29/4/2025 11:15:28
1917058502110769153,1833746528491335682,3000,822,852.0,0,29/4/2025 11:28:59
1917108431097221122,1861246218268860418,4000,160,160.0,0,29/4/2025 14:47:23
1917156848963997698,1712396043176718338,1500,550,,1,29/4/2025 17:59:47
1917157755193708545,1887410778444939265,6000,200,,1,29/4/2025 18:03:23
1917377270494027777,1791687094248448001,8000,1080,,1,30/4/2025 08:35:39
1917378643688185857,1820711111772930050,1300,150,,1,30/4/2025 08:41:06
1917379712145186817,1892854125208829953,5000,1020,,1,30/4/2025 08:45:21
1917381410033000449,1896747805397307394,2500,300,,1,30/4/2025 08:52:06
1917382804710383617,1896748202077802498,1000,150,,1,30/4/2025 08:57:39
1917385140153376770,1689094948757254146,10000,42,,1,30/4/2025 09:06:55
1917385512792121345,1724003476613427201,40000,270,,1,30/4/2025 09:08:24
1917388806969122818,1712396043176718338,1500,510,555.0,0,30/4/2025 09:21:30
1917396405877760001,1887410778444939265,6000,185,187.0,0,30/4/2025 09:51:41
1917403977422757889,1791687094248448001,8000,1040,1040.0,0,30/4/2025 10:21:47
1917406203671240706,1892854125208829953,5000,980,980.0,0,30/4/2025 10:30:37
1917413837958832130,1689094948757254146,10000,38,,1,30/4/2025 11:00:57
1917417381931802626,1724003476613427201,40000,240,240.0,0,30/4/2025 11:15:02
1917418493464305666,1896747805397307394,2500,260,285.0,0,30/4/2025 11:19:27
1917419762048327681,1896748202077802498,1000,130,,1,30/4/2025 11:24:30
1917437569951621121,1689094948757254146,10000,35,37.0,0,30/4/2025 12:35:16
1917502110945271810,1820711111772930050,1300,120,120.0,0,30/4/2025 16:51:43
1917503171009470466,1896748202077802498,1000,100,,1,30/4/2025 16:55:56
1919673419351527425,1887410778444939265,6000,187,,1,6/5/2025 16:39:44
1919674956576526338,1892854125208829953,10000,980,980.0,0,6/5/2025 16:45:50
1919676056146874369,1896748202077802498,1500,80,145.0,0,6/5/2025 16:50:12
1919676857145692162,1896747805397307394,5000,285,,1,6/5/2025 16:53:23
1919677882241978370,1868477355743612930,13000,205,,1,6/5/2025 16:57:28
1919680826051989505,1833750097252642818,20000,134,,1,6/5/2025 17:09:10
1919925606589730817,1868477355743612930,13000,170,210.0,0,7/5/2025 09:21:50
1919933012367446017,1887410778444939265,6000,172,,1,7/5/2025 09:51:15
1919937713020407809,1833750097252642818,20000,126,,1,7/5/2025 10:09:56
1919958436401188866,1896747805397307394,5000,250,280.0,0,7/5/2025 11:32:17
1920010230112260098,1887410778444939265,6000,157,181.0,0,7/5/2025 14:58:06
1920021797897834498,1833750097252642818,20000,120,,1,7/5/2025 15:44:04
1920023684286058498,1833750097252642818,20000,116,,1,7/5/2025 15:51:33
1920028544305795073,1833750097252642818,20000,112,,1,7/5/2025 16:10:52
1920287646890094594,1710568944212189186,3000,843,,1,8/5/2025 09:20:27
1920289407348535298,1727877321992773634,30000,120,,1,8/5/2025 09:27:27
1920306443239845889,1712396043176718338,2500,735,,1,8/5/2025 10:35:08
1920311682445635586,1710568944212189186,3000,818,,1,8/5/2025 10:55:57
1920314226400063489,1712396043176718338,2500,695,,1,8/5/2025 11:06:04
1920329599979646978,1710568944212189186,3000,793,813.0,0,8/5/2025 12:07:09
1920355002303672322,1727877321992773634,30000,109,,1,8/5/2025 13:48:06
1920369210655272961,1727877321992773634,30000,99,,1,8/5/2025 14:44:33
1920369919656226818,1712396043176718338,2500,655,,1,8/5/2025 14:47:22
1920384652245495809,1727877321992773634,30000,90,141.0,0,8/5/2025 15:45:55
1920385130937217025,1712396043176718338,2500,615,,1,8/5/2025 15:47:49
1920406450144047106,1820711111772930050,600,120,,1,8/5/2025 17:12:32
1920408645321125890,1833750097252642818,20000,100,,1,8/5/2025 17:21:15
1920419501148762114,1712396043176718338,2500,535,625.0,0,8/5/2025 18:04:23
1920641883239100417,1833750097252642818,20000,97,,1,9/5/2025 08:48:03
1920642658161930242,1833750097252642818,20000,94,,1,9/5/2025 08:51:08
1920643420837392385,1833750097252642818,20000,91,,1,9/5/2025 08:54:10
1920677921915416578,1887410778444939265,5000,181,,1,9/5/2025 11:11:16
1920678709853171713,1820711111772930050,600,100,100.0,0,9/5/2025 11:14:24
1920724961173188609,1887410778444939265,5000,166,172.0,0,9/5/2025 14:18:11
1920760732001251329,1790553392298631170,2000,1233,,1,9/5/2025 16:40:19
1921753033473294337,1790553392298631170,2000,1197,1202.0,0,12/5/2025 10:23:22
1921758483203784706,1887410778444939265,7000,172,,1,12/5/2025 10:45:02
1921758742411771906,1833750097252642818,20000,90,156.0,0,12/5/2025 10:46:03
1921819482774601729,1887410778444939265,7000,157,160.0,0,12/5/2025 14:47:25
1921842755189112833,1724003476613427201,30000,280,,1,12/5/2025 16:19:54
1921849359506636802,1791687094248448001,3000,1060,,1,12/5/2025 16:46:08
1921850314860036097,1896748202077802498,1500,150,,1,12/5/2025 16:49:56
1921851721872867330,1868477355743612930,10000,210,210.0,0,12/5/2025 16:55:31
1921873957501566977,1861246218268860418,3000,228,,1,12/5/2025 18:23:53
1922101431414083586,1655436434881122305,8000,900,,1,13/5/2025 09:27:47
1922105690188730369,1724003476613427201,30000,240,280.0,0,13/5/2025 09:44:42
1922129439432691714,1791687094248448001,3000,1020,1030.0,0,13/5/2025 11:19:04
1922129587286102017,1655436434881122305,8000,850,883.0,0,13/5/2025 11:19:40
1922130773187809282,1896748202077802498,1500,120,,1,13/5/2025 11:24:22
1922174787794554881,1861246218268860418,3000,213,,1,13/5/2025 14:19:16
1922188963921317889,1861246218268860418,3000,198,,1,13/5/2025 15:15:36
1922198712171679746,1861246218268860418,3000,183,212.0,0,13/5/2025 15:54:20
1922447360008765441,1861246218268860418,2000,221,,1,14/5/2025 08:22:23
1922449184723943425,1896748202077802498,2000,100,100.0,0,14/5/2025 08:29:38
1922451232123109377,1833749523199225857,5000,215,,1,14/5/2025 08:37:46
1922452454888554497,1892854125208829953,6000,1000,,1,14/5/2025 08:42:37
1922453345368653825,1896747805397307394,3000,285,,1,14/5/2025 08:46:10
1922471865322160130,1833749523199225857,5000,208,,1,14/5/2025 09:59:45
1922476595356221441,1892854125208829953,6000,950,,1,14/5/2025 10:18:33
1922484667155857410,1896747805397307394,3000,260,,1,14/5/2025 10:50:37
1922486752953876482,1833749523199225857,5000,201,,1,14/5/2025 10:58:55
1922526056392540162,1833749523199225857,5000,195,,1,14/5/2025 13:35:05
1922538776034656258,1861246218268860418,2000,206,305.0,0,14/5/2025 14:25:38
1922587012032217089,1749708581027266561,15000,400,,1,14/5/2025 17:37:18
1922590065774936066,1896747805397307394,3000,230,230.0,0,14/5/2025 17:49:26
1922590917881348097,1892854125208829953,10000,900,955.0,0,14/5/2025 17:52:49
1922812484141785089,1833749523199225857,5000,185,,1,15/5/2025 08:33:15
1922813916286885890,1712396043176718338,3000,670,,1,15/5/2025 08:38:56
1922815277787324418,1833750097252642818,30000,156,186.0,0,15/5/2025 08:44:21
1922816524221227010,1887410778444939265,6000,192,,1,15/5/2025 08:49:18
1922831322224861186,1749708581027266561,15000,370,380.0,0,15/5/2025 09:48:06
1922840234403635202,1712396043176718338,3000,650,,1,15/5/2025 10:23:31
1922845385055084545,1833749523199225857,5000,179,,1,15/5/2025 10:43:59
1922855733472600066,1887410778444939265,6000,182,,1,15/5/2025 11:25:06
1922857173570101249,1833749523199225857,5000,173,,1,15/5/2025 11:30:50
1922890942263869441,1833749523199225857,5000,167,183.0,0,15/5/2025 13:45:01
1922898743321182209,1712396043176718338,3000,630,,1,15/5/2025 14:16:01
1922922027580407809,1887410778444939265,6000,172,,1,15/5/2025 15:48:32
1922929225912041473,1712396043176718338,3000,610,,1,15/5/2025 16:17:08
1922934610110726145,1887410778444939265,6000,162,,1,15/5/2025 16:38:32
1922939090973769729,1712396043176718338,3000,590,590.0,0,15/5/2025 16:56:20
1922944344712822785,1887410778444939265,6000,152,161.0,0,15/5/2025 17:17:13
1922958906484891649,1861246218268860418,3000,212,,1,15/5/2025 18:15:05
1923175236626612226,1861246218268860418,3000,202,,1,16/5/2025 08:34:42
1923182274899410946,1861246218268860418,3000,192,,1,16/5/2025 09:02:40
1923187505557209090,1861246218268860418,3000,182,220.0,0,16/5/2025 09:23:27
1923289633902624770,1790553392298631170,2000,1200,,1,16/5/2025 16:09:16
